1105368,School,b'Jawfish' b'Wild Boar' COMMUNITY MIDDLE,39 b'Southern martin' SOUTH AVE
1105370,School,b'Jawfish' b'Bushpig' HS,95 b'Plain-crowned spinetail' AVE
1105372,School,b'Jawfish' b'Yellow Baboon' HIGH SCHOOL,67 b'Lesser elaenia' STREET
1105374,School,b'Bigmouth buffalo' b'African Savannah Elephant' SENIOR HIGH,85 b'Black-crested antshrike' STREET
1105376,School,b'Bigmouth buffalo' b'Wild Boar' HS,14 b'Guira tanager' SOUTH AVE
1105378,School,b'Bigmouth buffalo' b'Bushpig' HIGH,135 b'Green ibis' SOUTH AVE
1105380,School,b'Bigmouth buffalo' b'Yellow Baboon' SCH,41 b'Black hawk-eagle' NORTH AVE
1266344,School,b'Coelacanth' b'Reticulated Giraffe' SCH,2 b'Glossy-backed becard' NORTH AVE
1277372,School,b'Brotula' b'Antarctic Fur Seal' PRIMARY,3 b'Plumbeous kite' ROAD
1295912,School,"b'Lake trout' b'Scrub Hare' CETR, ELEM",3 b'Warbling antwren' WAY
1304454,School,b'Toadfish' b'White Fruit-bat' CTR,18 b'Grey-crowned flycatcher' SOUTH AVE
1304456,School,"b'Dragonfish' b'Bull' CETR, ELEM",7 b'Yellow-crowned tyrannulet' NORTH AVE
1304458,School,b'Dragonfish' b'White Fruit-bat' JUNIOR HIGH,17 b'Black manakin' AVE
1329920,School,b'Black prickleback' b'Chillingham Wild Cattle' SCH,10 b'White-throated toucan' SOUTH AVE
1329922,School,b'Cuskfish' b'Northern Elelphant Seal' ELEMENTARY,25 b'Screaming piha' AVE
1329924,School,b'Cuskfish' b'Chillingham Wild Cattle' CTR,18 b'Spangled cotinga' ROAD
1349631,School,b'Pollock' b'Spotted Hyena' SCH,8 b'Sanderling' NORTH AVE
1350906,School,b'Black scalyfin' b'Common Raccoon' CTR,7 b'Ruddy quail-dove' STREET
1353012,School,b'Pacific albacore' b'Northern Pocket Gopher' ELEM,7 b'Savanna hawk' NORTH AVE
1371093,School,b'Pineconefish' b'Pastore Abruzzese' SCH,6 b'Capped heron' STREET
1379631,School,b'Lemon sole' b'Long-nosed Cusimanse' SCH,6 b'Screaming piha' AVE
1380886,School,b'Rock bass' b'Asian Elephant' EL SCH,2 b'Swallow-tailed kite' AVE
1406241,School,b'Surgeonfish' b'Dama Wallaby' ELEMENTARY,81 b'Ruddy quail-dove' STREET
1406243,School,b'Squawfish' b'Honduran White Bat' CTR,5 b'White-winged swallow' AVE
1406245,School,b'Squawfish' b'Peninsular Bighorn Sheep' SCH,56 b'King vulture' NORTH AVE
1406247,School,b'Squawfish' b'Pygmy Marmoset' ELEMENTARY SCHOOL,91 b'Yellow-rumped cacique' NORTH AVE
1406249,School,"b'Squawfish' b'Dama Wallaby' CETR, ELEM",16 b'Tufted coquette' STREET
1406251,School,b'Bonefish' b'Honduran White Bat' ELEMENTARY,89 b'Black hawk-eagle' AVE
1406253,School,b'Bonefish' b'Peninsular Bighorn Sheep' PRIMARY,28 b'Rufous-breasted hermit' SOUTH AVE
1406255,School,b'Bonefish' b'Pygmy Marmoset' ELEMENTARY SCHOOL,103 b'Golden-olive woodpecker' NORTH AVE
1406257,School,b'Bonefish' b'Dama Wallaby' CTR,65 b'Fork-tailed woodnymph' WAY
1406259,School,b'Longfin' b'Honduran White Bat' ELEMENTARY SCHOOL,123 b'Short-tailed pygmy-tyrant' WAY
1406261,School,b'Longfin' b'Peninsular Bighorn Sheep' SCH,36 b'Cattle egret' STREET
1406263,School,b'Longfin' b'Pygmy Marmoset' CTR,20 b'Pygmy kingfisher' AVE
1406265,School,b'Longfin' b'Dama Wallaby' PRIMARY,102 b'Chestnut-fronted macaw' WAY
1538541,School,b'Oriental loach' b'Pygmy Hippopotamus' SCH,11 b'Ruddy pigeon' STREET
1538543,School,b'Bigeye' b'Persian Fallow Deer' ELEM,"3 b'Rock pigeon, feral' NORTH AVE"
1538545,School,b'Bigeye' b'Muriqui' SCH,42 b'Snail kite' SOUTH AVE
1538547,School,b'Bigeye' b'Pygmy Hippopotamus' ELEM,22 b'Yellow warbler' AVE
1538549,School,b'Slickhead' b'Persian Fallow Deer' JUNIOR HIGH,20 b'Ruddy-breasted seedeater' WAY
1538551,School,b'Slickhead' b'Muriqui' INTERMEDIATE SCHOOL,67 b'Great black hawk' WAY
1538553,School,b'Slickhead' b'Pygmy Hippopotamus' MS,33 b'Masked duck' WAY
1538555,School,b'Oriental loach' b'Pygmy Hippopotamus' JUNIOR HIGH,11 b'Ruddy pigeon' STREET
1612117,School,b'Longnose lancetfish' b'African Lion Male' PRIMARY,4 b'Snowy egret' NORTH AVE
1620948,School,b'Stonecat' b'Burro feral' EL SCH,67 b'White-banded swallow' AVE
1620950,School,b'Temperate perch' b'Western Gray Squirrel' PRIMARY,5 b'Common snipe' SOUTH AVE
1620952,School,b'Temperate perch' b'Guanaco' ELEMENTARY SCHOOL,45 b'Spangled cotinga' SOUTH AVE
1620954,School,b'Temperate perch' b'Burro feral' EL SCH,59 b'Little cuckoo' SOUTH AVE
1620956,School,b'Bristlenose catfish' b'Western Gray Squirrel' PRIMARY,60 b'Long-winged harrier' AVE
1620958,School,b'Bristlenose catfish' b'Guanaco' ELEMENTARY,57 b'White-tailed hawk' SOUTH AVE
1620960,School,"b'Bristlenose catfish' b'Burro feral' CETR, ELEM",40 b'Long-winged antwren' NORTH AVE
1705237,School,b'Lightfish' b'Short-nosed Bandicoot' ELEMENTARY,16 b'Red-and-green macaw' STREET
1705239,School,b'Lightfish' b'Tapiti' ELEM,3 b'Black skimmer' NORTH AVE
1736970,School,"b'Elver' b""Douglas' Squirrel"" EL SCH","13 b""McConnell's flycatcher"" NORTH AVE"
1736972,School,b'Elver' b'Golden-mantled Squirrel' SCHOOL,7 b'Tiny hawk' ROAD
1751472,School,"b'Lionfish' b'Common Reedbuck' CETR, ELEM",16 b'Pectoral sparrow' ROAD
1751474,School,"b'Lionfish' b""Coke's Hartebeest"" CETR, ELEM",14 b'Sirystes' WAY
1751476,School,b'Hatchetfish' b'Common Reedbuck' CTR,30 b'Cayenne jay' SOUTH AVE
1751478,School,"b'Hatchetfish' b""Coke's Hartebeest"" SCH",4 b'Black-faced dacnis' STREET
1787020,School,b'Smalleye squaretail' b'Green Guenon' ELEM,34 b'Sanderling' NORTH AVE
1787022,School,b'Smalleye squaretail' b'African Hare' EL SCH,"1 b""McConnell's flycatcher"" STREET"
1787024,School,b'Squarehead catfish' b'Green Guenon' MIDDLE SCHOOL,22 b'Dusky antbird' STREET
1787026,School,b'Squarehead catfish' b'African Hare' SENIOR HIGH,2 b'Pygmy kingfisher' STREET
1816489,School,b'Silver driftfish' b'Pig-tailed Macaque' SCH,95 b'Common ground-dove' SOUTH AVE
1816491,School,b'Silver driftfish' b'Horse feral' PRIMARY,93 b'Solitary sandpiper' NORTH AVE
1816493,School,b'Silver driftfish' b'Southern Giraffe' ELEM,45 b'Collared trogon' ROAD
1816495,School,b'Silver driftfish' b'Giant Anteater' ELEM,26 b'Barn swallow' WAY
1816497,School,b'Kuhli loach' b'Pig-tailed Macaque' EL SCH,27 b'Golden-winged parakeet' AVE
1816499,School,b'Kuhli loach' b'Horse feral' MIDDLE SCHOOL,38 b'Marail guan' WAY
1816501,School,b'Kuhli loach' b'Southern Giraffe' MS,75 b'Great black hawk' ROAD
1816503,School,b'Kuhli loach' b'Giant Anteater' JR MIDDLE,41 b'White-necked jacobin' WAY
1816505,School,b'Flathead' b'Pig-tailed Macaque' JUNIOR HIGH,23 b'Pauraque' ROAD
1816507,School,b'Flathead' b'Horse feral' JR MIDDLE,55 b'Green-rumped parrotlet' STREET
1816509,School,b'Flathead' b'Southern Giraffe' SENIOR HIGH,104 b'Painted parakeet' AVE
1816511,School,b'Flathead' b'Giant Anteater' SENIOR HIGH,106 b'Greater ani' AVE
1953001,School,b'Pelican eel' b'Venado Bura' SCH,2 b'Rufous-breasted hermit' SOUTH AVE
1968102,School,b'Inconnu' b'Flying Squirrel' EL SCH,2 b'White-headed piping-guan' SOUTH AVE
1980443,School,b'Tompot blenny' b'Nutria Marina' CTR,2 b'Yellow-billed cuckoo' ROAD
1982790,School,"b'Thorny catfish' b'Wart Hog' CETR, ELEM",8 b'Anhinga' ROAD
1999561,School,b'Rasbora' b'Long-nosed Potoroo' PRIMARY,3 b'American wigeon' SOUTH AVE
2004741,School,b'Boxfish' b'Desert Cavy' ELEM,19 b'Blue dacnis' SOUTH AVE
2004743,School,"b'Boxfish' b""Grant's Caribou"" ELEMENTARY SCHOOL",9 b'Yellow-rumped cacique' NORTH AVE
2025140,School,b'Dojo loach' b'Yellow Baboon' SCH,24 b'Rufous-bellied antwren' ROAD
2025142,School,b'Searobin' b'Siberian Tiger' ELEMENTARY,18 b'Green honeycreeper' ROAD
2025144,School,b'Searobin' b'Yellow Baboon' ELEM,22 b'Striped owl' ROAD
2073099,School,b'Bull trout' b'African Buffalo' ELEM,3 b'Roadside Hawk' NORTH AVE
2080213,School,b'Warmouth' b'Mountain Chamois' EL SCH,6 b'Least grebe' SOUTH AVE
2099215,School,b'Seamoth' b'Mearns Coyote' EL SCH,8 b'Saffron finch' SOUTH AVE
2099217,School,b'Seamoth' b'Giant Anteater' PRIMARY,21 b'Scaled pigeon' NORTH AVE
2099219,School,b'Archerfish' b'Western Red-backed Vole' CTR,85 b'Black-throated mango' ROAD
2099221,School,b'Archerfish' b'False Killer Whale' PRIMARY,52 b'Musician wren' STREET
2099223,School,b'Archerfish' b'Mearns Coyote' SCH,68 b'Bank swallow' AVE
2099225,School,b'Archerfish' b'Giant Anteater' PRIMARY,59 b'Short-tailed hawk' ROAD
2099227,School,b'Tench' b'Western Red-backed Vole' CTR,42 b'Slate-colored seedeater' NORTH AVE
2099229,School,b'Tench' b'False Killer Whale' CTR,24 b'Little cuckoo' SOUTH AVE
2099231,School,b'Tench' b'Mearns Coyote' ELEMENTARY SCHOOL,32 b'White-throated manakin' SOUTH AVE
2099233,School,b'Tench' b'Giant Anteater' SCH,31 b'Boat-billed heron' SOUTH AVE
2183060,School,b'Eucla cod' b'Domestic Cat' ELEMENTARY SCHOOL,13 b'Golden-sided euphonia' NORTH AVE
2183062,School,b'Eucla cod' b'Bongo' EL SCH,7 b'Common tern' WAY
2183064,School,b'Giant danio' b'Honduran Fruit Bat' ELEMENTARY SCHOOL,26 b'Pale-breasted thrush' NORTH AVE
2183066,School,b'Giant danio' b'Domestic Cat' CTR,46 b'Purple-throated fruitcrow' NORTH AVE
2183068,School,b'Giant danio' b'Bongo' CTR,5 b'Green-tailed goldenthroat' AVE
2223600,School,"b'Long-finned pike' b'Silver-backed Jackal' CETR, ELEM",3 b'Short-crested flycatcher' STREET
2223602,School,b'Hoki' b'Pygmy Chimpanzee' CTR,4 b'Little hermit' WAY
2223604,School,b'Hoki' b'Small Indian Mongoose' CTR,58 b'Spectacled owl' NORTH AVE
2223606,School,b'Hoki' b'Silver-backed Jackal' SCH,17 b'Cliff flycatcher' NORTH AVE
2223608,School,b'Flagblenny' b'Pygmy Chimpanzee' PRIMARY,32 b'White-necked heron' AVE
2223610,School,b'Flagblenny' b'Small Indian Mongoose' PRIMARY,23 b'Black-spotted barbet' ROAD
2223612,School,"b'Flagblenny' b'Silver-backed Jackal' CETR, ELEM",48 b'Wattled jacana' WAY
2289360,School,b'French angelfish' b'Quolls' PRIMARY,8 b'Giant cowbird' NORTH AVE
2301988,School,b'Skipjack tuna' b'Sable Antelope' SCH,8 b'Carib grackle' WAY
2308143,School,b'Giant sea bass' b'White Rhinoceros' PRIMARY,4 b'Caica parrot' AVE
2324966,School,b'Threadsail' b'Golden Takin' CTR,68 b'Cattle egret' AVE
2324968,School,b'Threadsail' b'Southern Flying Squirrel' SCH,16 b'Long-tailed hermit' WAY
2324970,School,b'Threadsail' b'Chital Deer' ELEM,48 b'American wigeon' WAY
2324972,School,b'Silver driftfish' b'White-tailed Prairie Dog' ELEMENTARY,23 b'Rufous-breasted hermit' AVE
2324974,School,b'Silver driftfish' b'Golden Takin' ELEM,104 b'White-necked puffbird' AVE
2324976,School,b'Silver driftfish' b'Southern Flying Squirrel' PRIMARY,80 b'Brown-chested martin' SOUTH AVE
2324978,School,b'Silver driftfish' b'Chital Deer' ELEM,9 b'Lesser kiskadee' SOUTH AVE
2324980,School,b'Goosefish' b'White-tailed Prairie Dog' ELEMENTARY SCHOOL,31 b'White-tailed trogon' AVE
2324982,School,b'Goosefish' b'Golden Takin' ELEM,46 b'Red-legged honeycreeper' ROAD
2324984,School,b'Goosefish' b'Southern Flying Squirrel' ELEMENTARY SCHOOL,66 b'Spotted tody-flycatcher' AVE
2324986,School,b'Goosefish' b'Chital Deer' ELEM,25 b'Green-tailed goldenthroat' SOUTH AVE
2459082,School,b'Convict blenny' b'Panamint Chipmunk' SCH,"116 b""Finsch's euphonia"" ROAD"
2459084,School,b'Convict blenny' b'Domestic Goat' ELEMENTARY SCHOOL,49 b'White bellbird' NORTH AVE
2459086,School,"b'Convict blenny' b""Baird's Tapir"" PRIMARY",80 b'Grey-breasted martin' WAY
2459088,School,b'Convict blenny' b'Nile Lechwe' SCH,70 b'Purple honeycreeper' SOUTH AVE
2459090,School,b'Manta Ray' b'Panamint Chipmunk' CTR,1 b'Red-throated caracara' NORTH AVE
2459092,School,b'Manta Ray' b'Domestic Goat' ELEMENTARY,24 b'Amethyst woodstar' STREET
2459094,School,"b'Manta Ray' b""Baird's Tapir"" EL SCH",41 b'Warbling antwren' WAY
2459096,School,b'Manta Ray' b'Nile Lechwe' ELEMENTARY SCHOOL,28 b'Grey-necked woodrail' NORTH AVE
2459098,School,b'Largemouth bass' b'Panamint Chipmunk' ELEMENTARY SCHOOL,36 b'Palm tanager' STREET
2459100,School,b'Largemouth bass' b'Domestic Goat' EL SCH,30 b'Anhinga' ROAD
2459102,School,"b'Largemouth bass' b""Baird's Tapir"" PRIMARY",8 b'White-headed piping-guan' AVE
2459104,School,b'Largemouth bass' b'Nile Lechwe' ELEM,37 b'Cliff flycatcher' NORTH AVE
2589503,School,b'Mahseer' b'Silver Backed Jackal' ELEMENTARY SCHOOL,60 b'Swallow-wing' WAY
2589505,School,b'Mahseer' b'Sonoma Chipmunk' EL SCH,43 b'Black-collared swallow' SOUTH AVE
2589507,School,"b'Mahseer' b'Black Rhinocerus' CETR, ELEM",59 b'Rufous-throated sapphire' SOUTH AVE
2589509,School,b'Straptail' b'Silver Backed Jackal' JUNIOR HIGH,50 b'Scarlet macaw' NORTH AVE
2589511,School,b'Straptail' b'Sonoma Chipmunk' JR MIDDLE,64 b'Peregrine falcon' STREET
2589513,School,b'Straptail' b'Black Rhinocerus' MIDDLE,2 b'Striped owl' STREET
2589515,School,b'Yellowtail' b'Silver Backed Jackal' HIGH,52 b'Violaceous trogon' STREET
2589517,School,b'Yellowtail' b'Sonoma Chipmunk' HIGH SCH,61 b'Black-crested antshrike' ROAD
2589519,School,b'Yellowtail' b'Black Rhinocerus' HIGH SCHOOL,65 b'Black-headed parrot' AVE
2689278,School,b'Gudgeon' b'Suricate' PRIMARY,6 b'Thrush-like manakin' STREET
2707293,School,"b'Smalltooth sawfish' b'Domestic Dog' CETR, ELEM",29 b'Hudsonian godwit' AVE
2707295,School,b'Smalltooth sawfish' b'Guadalupe Fur Seal' PRIMARY,25 b'Sun parakeet complex' STREET
2707297,School,b'Longfin smelt' b'Domestic Dog' ELEM,9 b'Tufted coquette' NORTH AVE
2707299,School,b'Longfin smelt' b'Guadalupe Fur Seal' INTERMEDIATE SCHOOL,10 b'Straight-billed hermit' ROAD
2737353,School,b'Ghoul' b'Sitatunga' SCH,6 b'Red-throated caracara' STREET
2752823,School,"b'Flyingfish' b'Bisonte Americano' CETR, ELEM",4 b'Slender-billed kite' SOUTH AVE
2766592,School,b'Banjo catfish' b'Southern African porcupine' PRIMARY,1 b'Wattled jacana' NORTH AVE
2776160,School,"b'Loach goby' b'Japanese Macaque' CETR, ELEM",3 b'Gull-billed tern' SOUTH AVE
2776162,School,b'Loach goby' b'Hares' ELEM,38 b'White-necked jacobin' AVE
2776164,School,b'Threadtail' b'Japanese Macaque' MS,36 b'Pied lapwing' STREET
2776166,School,b'Threadtail' b'Hares' SCH,22 b'Blackish antbird' AVE
2820137,School,b'Mudskipper' b'Moutain Reedbuck' ELEMENTARY SCHOOL,16 b'Scaled pigeon' ROAD
2820139,School,b'Mudskipper' b'Antarctic Fur Seal' SCH,8 b'Cayenne tern' SOUTH AVE
2838657,School,b'Queen parrotfish' b'Spotted Hyaena' ELEM,9 b'Tropical mockingbird' SOUTH AVE
2847189,School,b'Bonefish' b'Fresno Kangaroo Rat' CTR,6 b'Ornate hawk-eagle' STREET
2853683,School,b'Yellow-eye mullet' b'Sulawesi Macaque' EL SCH,8 b'Southern martin' STREET
2854919,School,b'Torrent fish' b'Bushpig' ELEMENTARY SCHOOL,2 b'Large-billed tern' AVE
2869516,School,b'Opaleye' b'Antillean Manatee' ELEMENTARY,8 b'Blue-and-yellow macaw' SOUTH AVE
2877733,School,b'Zebra tilapia' b'Elephant Seal' SCH,9 b'Peregrine falcon' AVE
2881826,School,b'Hammerhead shark' b'Brush Tailed Bettong' SCH,28 b'Cinereous becard' AVE
2881828,School,b'Hammerhead shark' b'Clouded Leopard' ELEMENTARY SCHOOL,59 b'Southern martin' NORTH AVE
2881830,School,b'Hammerhead shark' b'Jack Rabbits' PRIMARY,8 b'Scarlet ibis' NORTH AVE
2881832,School,b'Skipjack tuna' b'Brush Tailed Bettong' ELEMENTARY,53 b'Fork-tailed woodnymph' WAY
2881834,School,b'Skipjack tuna' b'Clouded Leopard' EL SCH,27 b'Blue-grey tanager' WAY
2881836,School,b'Skipjack tuna' b'Jack Rabbits' CTR,24 b'Black-throated mango' AVE
2928864,School,b'Mako shark' b'Naked Mole-rat' ELEMENTARY,1 b'Tricolored heron' SOUTH AVE
2951715,School,"b'Nase' b'Chital' CETR, ELEM",1 b'Rufous-crowned elaenia' WAY
2952986,School,b'Walleye' b'Vaca Brava' ELEMENTARY SCHOOL,1 b'Thrush-like antpitta' AVE
2958154,School,b'Stargazer' b'Capuchin Monkey' ELEMENTARY SCHOOL,63 b'Purple-throated fruitcrow' SOUTH AVE
2958156,School,b'Stargazer' b'African Hunting Dog' EL SCH,59 b'Red-shouldered tanager' WAY
2958158,School,"b'Boafish' b'Eastern Fox Squirrel' CETR, ELEM",5 b'Black-spotted barbet' WAY
2958160,School,b'Boafish' b'Capuchin Monkey' ELEM,60 b'Blue dacnis' NORTH AVE
2958162,School,b'Boafish' b'African Hunting Dog' ELEM,65 b'Violaceous trogon' SOUTH AVE
2958164,School,"b'Sculpin' b'Eastern Fox Squirrel' CETR, ELEM",23 b'Giant cowbird' SOUTH AVE
2958166,School,b'Sculpin' b'Capuchin Monkey' PRIMARY,14 b'Red-and-black grosbeak' STREET
2958168,School,b'Sculpin' b'African Hunting Dog' PRIMARY,30 b'Grey-breasted sabrewing' AVE
3032195,School,b'Grouper' b'Cottontails' ELEM,32 b'Black-faced dacnis' AVE
3032197,School,b'Grouper' b'Red Lechwe' PRIMARY,6 b'White-necked heron' AVE
3032199,School,b'Quillfish' b'Eastern Red Bat' COMMUNITY MIDDLE,8 b'Eared dove' ROAD
3032201,School,b'Quillfish' b'Cottontails' MIDDLE,20 b'Stilt sandpiper' AVE
3032203,School,b'Quillfish' b'Red Lechwe' HS,13 b'Silver-beaked tanager' NORTH AVE
3080377,School,b'Jewfish' b'Red-bellied Pademelon' ELEM,6 b'Red-and-green macaw' AVE
3080379,School,b'Jewfish' b'Atlantic Grey Seal' CTR,51 b'Red-eyed vireo' SOUTH AVE
3080381,School,b'Jewfish' b'Black Rhinocerus' INTERMEDIATE SCHOOL,19 b'Yellow-headed caracara' WAY
3080383,School,b'Midshipman' b'Red-bellied Pademelon' JUNIOR HIGH,16 b'Pinnated bittern' WAY
3080385,School,b'Midshipman' b'Atlantic Grey Seal' SENIOR HIGH,22 b'Hook-billed kite' STREET
3080387,School,b'Midshipman' b'Black Rhinocerus' SCH,44 b'Pale-bellied mourner' WAY
3158414,School,b'Long-finned pike' b'Wildebeeste' SCHOOL,2 b'Grey-winged trumpeter' SOUTH AVE
3182744,School,b'Cat shark' b'Chipmonk' PRIMARY,4 b'Musician wren' STREET
3192983,School,b'Limia' b'Southamerican See Lion' ELEM,65 b'Brown-chested martin' ROAD
3192985,School,b'Limia' b'Pichi' ELEMENTARY SCHOOL,12 b'Grassland yellow-finch' WAY
3192987,School,b'Northern lampfish' b'Antarctic Fur Seals' CTR,70 b'White-fringed antwren' STREET
3192989,School,b'Northern lampfish' b'Southamerican See Lion' CTR,6 b'Striped cuckoo' SOUTH AVE
3192991,School,b'Northern lampfish' b'Pichi' ELEMENTARY SCHOOL,21 b'Muscovy duck' STREET
3192993,School,b'Driftwood catfish' b'Antarctic Fur Seals' CTR,31 b'Long-tailed potoo' NORTH AVE
3192995,School,b'Driftwood catfish' b'Southamerican See Lion' CTR,32 b'Black caracara' AVE
3192997,School,b'Driftwood catfish' b'Pichi' PRIMARY,71 b'Black hawk-eagle' AVE
3254580,School,b'Bala shark' b'African Hunting Dogs' CTR,8 b'Sunbittern' SOUTH AVE
3263469,School,b'Lenok' b'Lodgepole Chipmunk' ELEM,2 b'Swallow-tailed kite' STREET
3275274,School,b'John Dory' b'Sumatra Tiger' ELEMENTARY,22 b'Ladder-tailed nightjar' ROAD
3275276,School,b'John Dory' b'African Wildcat' ELEMENTARY SCHOOL,34 b'Blue-grey tanager' SOUTH AVE
3275278,School,b'African lungfish' b'Sumatra Tiger' ELEMENTARY,39 b'Plain-bellied hummingbird' NORTH AVE
3275280,School,"b'African lungfish' b'African Wildcat' CETR, ELEM",1 b'Ruddy turnstone' SOUTH AVE
3321738,School,b'Mullet' b'Rabbit' SCH,4 b'Harpy eagle' AVE
3339712,School,b'Ghost pipefish' b'Dromedary' ELEM,7 b'Common tody-flycatcher' WAY
3363170,School,b'Tailor' b'Lemurien Noir' SCH,70 b'Short-tailed hawk' SOUTH AVE
3363172,School,b'Tailor' b'Northern Sea Elephant' ELEMENTARY SCHOOL,68 b'Blue ground-dove' NORTH AVE
3363174,School,b'Longfin smelt' b'Leopard' PRIMARY,6 b'Laughing gull' WAY
3363176,School,"b'Longfin smelt' b'Lemurien Noir' CETR, ELEM",75 b'Musician wren' WAY
3363178,School,b'Longfin smelt' b'Northern Sea Elephant' ELEMENTARY SCHOOL,14 b'Least bittern' SOUTH AVE
3363180,School,b'Sculpin' b'Leopard' ELEMENTARY,62 b'Wattled jacana' STREET
3363182,School,b'Sculpin' b'Lemurien Noir' ELEMENTARY,67 b'Point-tailed palmcreeper' WAY
3363184,School,b'Sculpin' b'Northern Sea Elephant' PRIMARY,51 b'Streaked antwren' NORTH AVE
3479736,School,"b'Telescopefish' b'Giant Panda' CETR, ELEM",18 b'Dusky-chested flycatcher' SOUTH AVE
3479738,School,b'Telescopefish' b'New Zealand Fur Seal' PRIMARY,41 b'Plumbeous kite' NORTH AVE
3479740,School,"b'Emperor angelfish' b'White Leaf-nosed Bat' CETR, ELEM",24 b'Long-tailed hermit' WAY
3479742,School,b'Emperor angelfish' b'Giant Panda' ELEMENTARY,10 b'Common tern' ROAD
3479744,School,b'Emperor angelfish' b'New Zealand Fur Seal' CTR,29 b'Chestnut-fronted macaw' SOUTH AVE
3495384,School,b'Oarfish' b'Polar Bear' ELEM,57 b'Red fan parrot' ROAD
3495386,School,b'Oarfish' b'Water Vole' ELEMENTARY SCHOOL,17 b'Carib grackle' NORTH AVE
3495388,School,b'Oarfish' b'Cape Bushbuck' ELEMENTARY SCHOOL,46 b'Masked duck' AVE
3495390,School,b'Pike characid' b'Polar Bear' ELEM,32 b'Greater yellowlegs' NORTH AVE
3495392,School,b'Pike characid' b'Water Vole' EL SCH,4 b'Yellow-bellied elaenia' AVE
3495394,School,b'Pike characid' b'Cape Bushbuck' EL SCH,56 b'Blue-chinned sapphire' NORTH AVE
3551464,School,b'Long-whiskered catfish' b'Giant Forest Hog' CTR,78 b'Rufous-throated antbird' WAY
3551466,School,b'Long-whiskered catfish' b'African Cape Buffalo' PRIMARY,49 b'Crested oropendola' NORTH AVE
3551468,School,b'Long-whiskered catfish' b'Asiatic Cheetah' ELEM,81 b'Bronzy jacamar' STREET
3551470,School,b'Long-whiskered catfish' b'Cotia' CTR,127 b'Blue-backed manakin' NORTH AVE
3551472,School,b'Starry flounder' b'Giant Forest Hog' ELEMENTARY,1 b'Oilbird' AVE
3551474,School,b'Starry flounder' b'African Cape Buffalo' ELEM,153 b'Green kingfisher' WAY
3551476,School,b'Starry flounder' b'Asiatic Cheetah' ELEMENTARY,17 b'Pale-breasted thrush' SOUTH AVE
3551478,School,b'Starry flounder' b'Cotia' ELEMENTARY,31 b'Red-bellied macaw' STREET
3551480,School,b'Threadtail' b'Giant Forest Hog' ELEM,29 b'Roadside Hawk' WAY
3551482,School,"b'Threadtail' b'African Cape Buffalo' CETR, ELEM",151 b'Grey kingbird' ROAD
3551484,School,"b'Threadtail' b'Asiatic Cheetah' CETR, ELEM",58 b'Least grebe' NORTH AVE
3551486,School,b'Threadtail' b'Cotia' ELEMENTARY,136 b'Pygmy kingfisher' STREET
3551488,School,b'Blacktip reef shark' b'Giant Forest Hog' CTR,154 b'Striated heron' AVE
3551490,School,b'Blacktip reef shark' b'African Cape Buffalo' EL SCH,32 b'Bare-eyed thrush' AVE
3551492,School,b'Blacktip reef shark' b'Asiatic Cheetah' SCH,118 b'Zone-tailed hawk' AVE
3551494,School,b'Blacktip reef shark' b'Cotia' PRIMARY,45 b'Pied lapwing' STREET
3712264,School,b'Flathead catfish' b'Spectacled Bear' EL SCH,5 b'Zone-tailed hawk' NORTH AVE
3727024,School,b'Telescopefish' b'Vicuna' SCH,38 b'Semipalmated plover' NORTH AVE
3727026,School,b'Telescopefish' b'Prehensile-tailed Porcupine' PRIMARY,10 b'Semipalmated sandpiper' SOUTH AVE
3727028,School,b'Flatfish' b'Vicuna' ELEMENTARY SCHOOL,30 b'Brown pelican' NORTH AVE
3727030,School,b'Flatfish' b'Prehensile-tailed Porcupine' INTERMEDIATE SCHOOL,28 b'Scaled pigeon' STREET
3767576,School,b'Pufferfish' b'Dromedary Camel' SCH,19 b'Guianan toucanet' AVE
3767578,School,b'Pufferfish' b'Golden Lion Tamarin' EL SCH,32 b'Pied lapwing' NORTH AVE
3767580,School,"b'Pufferfish' b'Ground Squirrel' CETR, ELEM",25 b'White hawk' NORTH AVE
3767582,School,b'Electric eel' b'Dromedary Camel' MIDDLE SCHOOL,22 b'Tropical kingbird' STREET
3767584,School,b'Electric eel' b'Golden Lion Tamarin' JR MIDDLE,59 b'Tropical screech-owl' SOUTH AVE
3767586,School,b'Electric eel' b'Ground Squirrel' HIGH SCH,14 b'Black nunbird' ROAD
3831878,School,b'Bristlemouth' b'Common Long-tongued Bat' ELEM,7 b'Thrush-like antpitta' SOUTH AVE
3831880,School,b'Whitetip reef shark' b'Ringtail Track' CTR,1 b'White-necked thrush' NORTH AVE
3831882,School,b'Whitetip reef shark' b'Common Long-tongued Bat' ELEMENTARY,28 b'Opal-rumped tanager' STREET
3853662,School,b'Roundhead' b'California Mule Deer' ELEM,3 b'Spot-backed antbird' ROAD
3866854,School,b'Whiting' b'Potoroo' EL SCH,39 b'White-necked jacobin' SOUTH AVE
3866856,School,b'Whiting' b'Domesticated Cattle' PRIMARY,6 b'Dusky antbird' STREET
3866858,School,b'Albacore' b'Lodgepole Chipmunk' INTERMEDIATE SCHOOL,24 b'Sun parakeet complex' WAY
3866860,School,b'Albacore' b'Potoroo' JR MIDDLE,42 b'Sanderling' ROAD
