phase,source_table,source_column,target_table,target_column,transformation_rule
4,INT_SBAC_ASMT_OUTCOME,guid_school,dim_staff,school_guid,
4,INT_SBAC_ASMT_OUTCOME,"to_char(CURRENT_TIMESTAMP, 'yyyymmdd')",dim_staff,from_date,
4,INT_SBAC_ASMT_OUTCOME,99991231',dim_staff,to_date,
4,INT_SBAC_ASMT_OUTCOME,TRUE,dim_staff,most_recent,
4,INT_SBAC_ASMT_OUTCOME,nextval('"GLOBAL_REC_SEQ"'),fact_asmt_outcome,asmnt_outcome_rec_id,
4,INT_SBAC_ASMT_OUTCOME,,fact_asmt_outcome,asmt_rec_id,
4,INT_SBAC_ASMT_OUTCOME,guid_student,fact_asmt_outcome,student_guid,
4,INT_SBAC_ASMT_OUTCOME,guid_staff,fact_asmt_outcome,teacher_guid,
4,INT_SBAC_ASMT_OUTCOME,code_state,fact_asmt_outcome,state_code,
4,INT_SBAC_ASMT_OUTCOME,guid_district,fact_asmt_outcome,district_guid,
4,INT_SBAC_ASMT_OUTCOME,guid_school,fact_asmt_outcome,school_guid,
4,INT_SBAC_ASMT_OUTCOME,' ',fact_asmt_outcome,section_guid,
4,INT_SBAC_ASMT_OUTCOME,-1,fact_asmt_outcome,inst_hier_rec_id,
4,INT_SBAC_ASMT_OUTCOME,,fact_asmt_outcome,section_rec_id,
4,INT_SBAC_ASMT_OUTCOME,name_asmt_location,fact_asmt_outcome,where_taken_id,
4,INT_SBAC_ASMT_OUTCOME,name_asmt_location,fact_asmt_outcome,where_taken_name,
4,INT_SBAC_ASMT_OUTCOME,grade_asmt,fact_asmt_outcome,asmt_grade,
4,INT_SBAC_ASMT_OUTCOME,grade_enrolled,fact_asmt_outcome,enrl_grade,
4,INT_SBAC_ASMT_OUTCOME,date_assessed,fact_asmt_outcome,date_taken,
4,INT_SBAC_ASMT_OUTCOME,date_taken_day,fact_asmt_outcome,date_taken_day,
4,INT_SBAC_ASMT_OUTCOME,date_taken_month,fact_asmt_outcome,date_taken_month,
4,INT_SBAC_ASMT_OUTCOME,date_taken_year,fact_asmt_outcome,date_taken_year,
4,INT_SBAC_ASMT_OUTCOME,score_asmt,fact_asmt_outcome,asmt_score,
4,INT_SBAC_ASMT_OUTCOME,score_asmt_min,fact_asmt_outcome,asmt_score_range_min,
4,INT_SBAC_ASMT_OUTCOME,score_asmt_max,fact_asmt_outcome,asmt_score_range_max,
4,INT_SBAC_ASMT_OUTCOME,score_perf_level,fact_asmt_outcome,asmt_perf_lvl,
4,INT_SBAC_ASMT_OUTCOME,score_claim_1,fact_asmt_outcome,asmt_claim_1_score,
4,INT_SBAC_ASMT_OUTCOME,score_claim_1_min,fact_asmt_outcome,asmt_claim_1_score_range_min,
4,INT_SBAC_ASMT_OUTCOME,score_claim_1_max,fact_asmt_outcome,asmt_claim_1_score_range_max,
4,INT_SBAC_ASMT_OUTCOME,asmt_claim_1_perf_lvl,fact_asmt_outcome,asmt_claim_1_perf_lvl,
4,INT_SBAC_ASMT_OUTCOME,score_claim_2,fact_asmt_outcome,asmt_claim_2_score,
4,INT_SBAC_ASMT_OUTCOME,score_claim_2_min,fact_asmt_outcome,asmt_claim_2_score_range_min,
4,INT_SBAC_ASMT_OUTCOME,score_claim_2_max,fact_asmt_outcome,asmt_claim_2_score_range_max,
4,INT_SBAC_ASMT_OUTCOME,asmt_claim_2_perf_lvl,fact_asmt_outcome,asmt_claim_2_perf_lvl,
4,INT_SBAC_ASMT_OUTCOME,score_claim_3,fact_asmt_outcome,asmt_claim_3_score,
4,INT_SBAC_ASMT_OUTCOME,score_claim_3_min,fact_asmt_outcome,asmt_claim_3_score_range_min,
4,INT_SBAC_ASMT_OUTCOME,score_claim_3_max,fact_asmt_outcome,asmt_claim_3_score_range_max,
4,INT_SBAC_ASMT_OUTCOME,asmt_claim_3_perf_lvl,fact_asmt_outcome,asmt_claim_3_perf_lvl,
4,INT_SBAC_ASMT_OUTCOME,score_claim_4,fact_asmt_outcome,asmt_claim_4_score,
4,INT_SBAC_ASMT_OUTCOME,score_claim_4_min,fact_asmt_outcome,asmt_claim_4_score_range_min,
4,INT_SBAC_ASMT_OUTCOME,score_claim_4_max,fact_asmt_outcome,asmt_claim_4_score_range_max,
4,INT_SBAC_ASMT_OUTCOME,asmt_claim_4_perf_lvl,fact_asmt_outcome,asmt_claim_4_perf_lvl,
4,INT_SBAC_ASMT_OUTCOME,"to_char(CURRENT_TIMESTAMP, 'yyyymmdd')",fact_asmt_outcome,asmt_create_date,
4,INT_SBAC_ASMT_OUTCOME,' ',fact_asmt_outcome,status,
4,INT_SBAC_ASMT_OUTCOME,TRUE,fact_asmt_outcome,most_recent,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_hsp,fact_asmt_outcome,dmg_eth_hsp,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_ami,fact_asmt_outcome,dmg_eth_ami,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_asn,fact_asmt_outcome,dmg_eth_asn,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_blk,fact_asmt_outcome,dmg_eth_blk,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_pcf,fact_asmt_outcome,dmg_eth_pcf,
4,INT_SBAC_ASMT_OUTCOME,dmg_eth_wht,fact_asmt_outcome,dmg_eth_wht,
4,INT_SBAC_ASMT_OUTCOME,dmg_prg_iep,fact_asmt_outcome,dmg_prg_iep,
4,INT_SBAC_ASMT_OUTCOME,dmg_prg_lep,fact_asmt_outcome,dmg_prg_lep,
4,INT_SBAC_ASMT_OUTCOME,dmg_prg_504,fact_asmt_outcome,dmg_prg_504,
4,INT_SBAC_ASMT_OUTCOME,dmg_tt1_apl,fact_asmt_outcome,dmg_tt1_apl,
4,INT_SBAC_ASMT_OUTCOME,dmg_tt1_elg,fact_asmt_outcome,dmg_tt1_elg,
4,INT_SBAC_ASMT_OUTCOME,dmg_tt1_rcv,fact_asmt_outcome,dmg_tt1_rcv,
4,INT_SBAC_ASMT_OUTCOME,dmg_tt1_swp,fact_asmt_outcome,dmg_tt1_swp,
4,INT_SBAC_ASMT_OUTCOME,dmg_tt1_tap,fact_asmt_outcome,dmg_tt1_tap,
4,INT_SBAC_ASMT_OUTCOME,acc_asl_video_embed,fact_asmt_outcome,acc_asl_video_embed
4,INT_SBAC_ASMT_OUTCOME,acc_asl_human_nonembed,fact_asmt_outcome,acc_asl_human_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_braile_embed,fact_asmt_outcome,acc_braile_embed
4,INT_SBAC_ASMT_OUTCOME,acc_closed_captioning_embed,fact_asmt_outcome,acc_closed_captioning_embed
4,INT_SBAC_ASMT_OUTCOME,acc_text_to_speech_embed,fact_asmt_outcome,acc_text_to_speech_embed
4,INT_SBAC_ASMT_OUTCOME,acc_abacus_nonembed,fact_asmt_outcome,acc_abacus_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_alternate_response_options_nonembed,fact_asmt_outcome,acc_alternate_response_options_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_calculator_nonembed,fact_asmt_outcome,acc_calculator_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_multiplication_table_nonembed,fact_asmt_outcome,acc_multiplication_table_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_print_on_demand_nonembed,fact_asmt_outcome,acc_print_on_demand_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_read_aloud_nonembed,fact_asmt_outcome,acc_read_aloud_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_scribe_nonembed,fact_asmt_outcome,acc_scribe_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_speech_to_text_nonembed,fact_asmt_outcome,acc_speech_to_text_nonembed
4,INT_SBAC_ASMT_OUTCOME,acc_streamline_mode,fact_asmt_outcome,acc_streamline_mode
